"Rank","Name","Team","POS","SALARY","YEARS","Total_Value"
"","Wojtek Wolski","WSH","LW","$ 600,000","1 (2012)","$ 600,000"
"","Paul Byron","CGY","C","$ 585,000","1 (2012)","$ 585,000"
"","Jake Muzzin","LAK","D","$ 577,500","1 (2012)","$ 577,500"
"","Keith Aulie","TBL","D","$ 577,500","1 (2012)","$ 577,500"
"","Andrei Loktionov","NJD","C","$ 575,000","1 (2012)","$ 575,000"
"","Andrew MacDonald","NYI","D","$ 575,000","1 (2012)","$ 575,000"
"","Brandon Bollig","CHI","C","$ 575,000","1 (2012)","$ 575,000"
"","Michael Stone","ARI","D","$ 575,000","1 (2012)","$ 575,000"
"","Trevor Smith","PIT","LW","$ 575,000","1 (2012)","$ 575,000"
"","Andrew Shaw","CHI","C","$ 565,000","1 (2012)","$ 565,000"
"","Ondrej Palat","TBL","LW","$ 562,500","1 (2012)","$ 562,500"
"","Andrew Gordon","VAN","RW","$ 550,000","1 (2012)","$ 550,000"
"","Cody Eakin","DAL","C","$ 550,000","1 (2012)","$ 550,000"
"","David Schlemko","ARI","D","$ 550,000","1 (2012)","$ 550,000"
"","Joey MacDonald","CGY","G","$ 550,000","1 (2012)","$ 550,000"
"","Mark Olver","COL","C","$ 550,000","1 (2012)","$ 550,000"
"","Matt Kassian","OTT","LW","$ 550,000","1 (2012)","$ 550,000"
"","Paul Postma","WPG","D","$ 550,000","1 (2012)","$ 550,000"
"","Ryan Garbutt","DAL","C","$ 550,000","1 (2012)","$ 550,000"
"","TJ Brennan","FLA","D","$ 550,000","1 (2012)","$ 550,000"
"","Eric Boulton","NYI","LW","$ 540,000","1 (2012)","$ 540,000"
"","Jordan Nolan","LAK","C","$ 540,000","1 (2012)","$ 540,000"
"","Adam Henrique","NJD","C","$ 525,000","1 (2012)","$ 525,000"
"","Ben Lovejoy","ANA","D","$ 525,000","1 (2012)","$ 525,000"
"","Bobby Butler","NSH","RW","$ 525,000","1 (2012)","$ 525,000"
"","Brian Lashoff","DET","D","$ 525,000","1 (2012)","$ 525,000"
"","Cory Emmerton","DET","C","$ 525,000","1 (2012)","$ 525,000"
"","Deryk Engelland","PIT","D","$ 525,000","1 (2012)","$ 525,000"
"","Eric Gryba","OTT","D","$ 525,000","1 (2012)","$ 525,000"
"","Joe Vitale","PIT","C","$ 525,000","1 (2012)","$ 525,000"
"","Jordie Benn","DAL","D","$ 525,000","1 (2012)","$ 525,000"
"","Justin Peters","CAR","G","$ 525,000","1 (2012)","$ 525,000"
"","Kevin Porter","BUF","C","$ 525,000","1 (2012)","$ 525,000"
"","Patrick Bordeleau","COL","LW","$ 525,000","1 (2012)","$ 525,000"
"","Pierre-Cedric Labrie","TBL","LW","$ 525,000","1 (2012)","$ 525,000"
"","Rich Clune","NSH","LW","$ 525,000","1 (2012)","$ 525,000"
"","Robert Bortuzzo","PIT","D","$ 525,000","1 (2012)","$ 525,000"
"","Stephen Gionta","NJD","LW","$ 525,000","1 (2012)","$ 525,000"
"","Steve Begin","CGY","LW","$ 525,000","1 (2012)","$ 525,000"
"","Steve Oleksy","WSH","D","$ 525,000","1 (2012)","$ 525,000"
"","TJ Brodie","CGY","D","$ 525,000","1 (2012)","$ 525,000"
"","Zac Rinaldo","PHI","C","$ 525,000","1 (2012)","$ 525,000"
"","Shea Weber","NSH","D","$ 14,000,000","1 (2013)","$ 14,000,000"
"","Ryan Suter","MIN","D","$ 12,000,000","1 (2013)","$ 12,000,000"
"","Sidney Crosby","PIT","C","$ 12,000,000","1 (2013)","$ 12,000,000"
"","Zach Parise","MIN","LW","$ 12,000,000","1 (2013)","$ 12,000,000"
"","Eric Staal","CAR","C","$ 9,250,000","1 (2013)","$ 9,250,000"
"","Alex Ovechkin","WSH","RW","$ 9,000,000","1 (2013)","$ 9,000,000"
"","Brad Richards","NYR","C","$ 9,000,000","1 (2013)","$ 9,000,000"
"","Steven Stamkos","TBL","C","$ 8,000,000","1 (2013)","$ 8,000,000"
"","Zdeno Chara","BOS","D","$ 8,000,000","1 (2013)","$ 8,000,000"
"","Marian Hossa","CHI","RW","$ 7,900,000","1 (2013)","$ 7,900,000"
"","Rick Nash","NYR","LW","$ 7,800,000","1 (2013)","$ 7,800,000"
"","Duncan Keith","CHI","D","$ 7,650,000","1 (2013)","$ 7,650,000"
"","Mike Richards","LAK","C","$ 7,600,000","1 (2013)","$ 7,600,000"
"","Anze Kopitar","LAK","C","$ 7,500,000","1 (2013)","$ 7,500,000"
"","Evgeni Malkin","PIT","C","$ 7,500,000","1 (2013)","$ 7,500,000"
"","Henrik Zetterberg","DET","LW","$ 7,500,000","1 (2013)","$ 7,500,000"
"","Marian Gaborik","LAK","RW","$ 7,500,000","1 (2013)","$ 7,500,000"
"","Mikko Koivu","MIN","C","$ 7,290,000","1 (2013)","$ 7,290,000"
"","Brian Campbell","FLA","D","$ 7,142,857","1 (2013)","$ 7,142,857"
"","Alexander Semin","CAR","RW","$ 7,000,000","1 (2013)","$ 7,000,000"
"","Chris Pronger","PHI","D","$ 7,000,000","1 (2013)","$ 7,000,000"
"","Corey Perry","ANA","F","$ 7,000,000","1 (2013)","$ 7,000,000"
"","Jonathan Quick","LAK","G","$ 7,000,000","1 (2013)","$ 7,000,000"
"","Mike Cammalleri","CGY","C","$ 7,000,000","1 (2013)","$ 7,000,000"
"","Pekka Rinne","NSH","G","$ 7,000,000","1 (2013)","$ 7,000,000"
"","Patrick Marleau","SJS","LW","$ 6,900,000","1 (2013)","$ 6,900,000"
"","Roberto Luongo","FLA","G","$ 6,714,000","1 (2013)","$ 6,714,000"
"","Drew Doughty","LAK","D","$ 6,700,000","1 (2013)","$ 6,700,000"
"","Pavel Datsyuk","DET","C","$ 6,700,000","1 (2013)","$ 6,700,000"
"","Dan Boyle","SJS","D","$ 6,666,666","1 (2013)","$ 6,666,666"
"","Cam Ward","CAR","G","$ 6,600,000","1 (2013)","$ 6,600,000"
"","Jay Bouwmeester","STL","D","$ 6,600,000","1 (2013)","$ 6,600,000"
"","Paul Stastny","COL","C","$ 6,600,000","1 (2013)","$ 6,600,000"
"","Jason Garrison","VAN","D","$ 6,500,000","1 (2013)","$ 6,500,000"
"","Jeff Carter","LAK","C","$ 6,500,000","1 (2013)","$ 6,500,000"
"","Jonathan Toews","CHI","C","$ 6,500,000","1 (2013)","$ 6,500,000"
"","Martin St. Louis","NYR","RW","$ 6,500,000","1 (2013)","$ 6,500,000"
"","Patrick Kane","CHI","RW","$ 6,500,000","1 (2013)","$ 6,500,000"
"","Patrick Sharp","CHI","LW","$ 6,500,000","1 (2013)","$ 6,500,000"
"","Ryan Getzlaf","ANA","C","$ 6,500,000","1 (2013)","$ 6,500,000"
"","Ryan O`Reilly","COL","C","$ 6,500,000","1 (2013)","$ 6,500,000"
"","Thomas Vanek","MTL","LW","$ 6,400,000","1 (2013)","$ 6,400,000"
"","Kari Lehtonen","DAL","G","$ 6,250,000","1 (2013)","$ 6,250,000"
"","Ryan Miller","STL","G","$ 6,250,000","1 (2013)","$ 6,250,000"
"","Daniel Sedin","VAN","LW","$ 6,100,000","1 (2013)","$ 6,100,000"
"","Henrik Sedin","VAN","C","$ 6,100,000","1 (2013)","$ 6,100,000"
"","Alex Burrows","VAN","RW","$ 6,000,000","1 (2013)","$ 6,000,000"
"","James Wisniewski","CBJ","D","$ 6,000,000","1 (2013)","$ 6,000,000"
"","Joe Thornton","SJS","C","$ 6,000,000","1 (2013)","$ 6,000,000"
"","Jordan Eberle","EDM","RW","$ 6,000,000","1 (2013)","$ 6,000,000"
"","Jordan Staal","CAR","C","$ 6,000,000","1 (2013)","$ 6,000,000"
"","Kimmo Timonen","PHI","D","$ 6,000,000","1 (2013)","$ 6,000,000"
"","Mike Green","WSH","D","$ 6,000,000","1 (2013)","$ 6,000,000"
"","Milan Michalek","OTT","LW","$ 6,000,000","1 (2013)","$ 6,000,000"
"","Nicklas Backstrom","WSH","C","$ 6,000,000","1 (2013)","$ 6,000,000"
"","Niklas Kronwall","DET","D","$ 6,000,000","1 (2013)","$ 6,000,000"
"","Scott Hartnell","PHI","LW","$ 6,000,000","1 (2013)","$ 6,000,000"
"","Taylor Hall","EDM","LW","$ 6,000,000","1 (2013)","$ 6,000,000"
"","Tuukka Rask","BOS","G","$ 6,000,000","1 (2013)","$ 6,000,000"
"","Tyler Myers","BUF","D","$ 6,000,000","1 (2013)","$ 6,000,000"
"","Vincent Lecavalier","PHI","C","$ 6,000,000","1 (2013)","$ 6,000,000"
"","Brent Burns","SJS","RW","$ 5,760,000","1 (2013)","$ 5,760,000"
"","Andrei Markov","MTL","D","$ 5,750,000","1 (2013)","$ 5,750,000"
"","Carey Price","MTL","G","$ 5,750,000","1 (2013)","$ 5,750,000"
"","Dustin Byfuglien","WPG","D","$ 5,750,000","1 (2013)","$ 5,750,000"
"","Marc-Andre Fleury","PIT","G","$ 5,750,000","1 (2013)","$ 5,750,000"
"","Matthew Carle","TBL","D","$ 5,750,000","1 (2013)","$ 5,750,000"
"","Toby Enstrom","WPG","D","$ 5,750,000","1 (2013)","$ 5,750,000"
"","Bobby Ryan","OTT","RW","$ 5,562,500","1 (2013)","$ 5,562,500"
"","Ales Hemsky","OTT","RW","$ 5,500,000","1 (2013)","$ 5,500,000"
"","Andrej Meszaros","BOS","D","$ 5,500,000","1 (2013)","$ 5,500,000"
"","Braydon Coburn","PHI","D","$ 5,500,000","1 (2013)","$ 5,500,000"
"","Dion Phaneuf","TOR","D","$ 5,500,000","1 (2013)","$ 5,500,000"
"","Erik Karlsson","OTT","D","$ 5,500,000","1 (2013)","$ 5,500,000"
"","Jason Pominville","MIN","RW","$ 5,500,000","1 (2013)","$ 5,500,000"
"","Jimmy Howard","DET","G","$ 5,500,000","1 (2013)","$ 5,500,000"
"","Milan Lucic","BOS","LW","$ 5,500,000","1 (2013)","$ 5,500,000"
"","Patrik Elias","NJD","LW","$ 5,500,000","1 (2013)","$ 5,500,000"
"","Shane Doan","ARI","RW","$ 5,500,000","1 (2013)","$ 5,500,000"
"","Phil Kessel","TOR","RW","$ 5,400,000","1 (2013)","$ 5,400,000"
"","David Krejci","BOS","C","$ 5,250,000","1 (2013)","$ 5,250,000"
"","Joffrey Lupul","TOR","LW","$ 5,250,000","1 (2013)","$ 5,250,000"
"","Keith Yandle","ARI","D","$ 5,250,000","1 (2013)","$ 5,250,000"
"","Henrik Lundqvist","NYR","G","$ 5,125,000","1 (2013)","$ 5,125,000"
"","Alex Pietrangelo","STL","D","$ 5,000,000","1 (2013)","$ 5,000,000"
"","Brent Seabrook","CHI","D","$ 5,000,000","1 (2013)","$ 5,000,000"
"","Brian Gionta","MTL","RW","$ 5,000,000","1 (2013)","$ 5,000,000"
"","Claude Giroux","PHI","C","$ 5,000,000","1 (2013)","$ 5,000,000"
"","Dany Heatley","MIN","LW","$ 5,000,000","1 (2013)","$ 5,000,000"
"","Dennis Wideman","CGY","D","$ 5,000,000","1 (2013)","$ 5,000,000"
"","James Neal","PIT","LW","$ 5,000,000","1 (2013)","$ 5,000,000"
"","Jamie Benn","DAL","LW","$ 5,000,000","1 (2013)","$ 5,000,000"
"","Jason Spezza","OTT","C","$ 5,000,000","1 (2013)","$ 5,000,000"
"","Johan Franzen","DET","C","$ 5,000,000","1 (2013)","$ 5,000,000"
"","John Tavares","NYI","C","$ 5,000,000","1 (2013)","$ 5,000,000"
"","Kevin Bieksa","VAN","D","$ 5,000,000","1 (2013)","$ 5,000,000"
"","Marc Savard","BOS","C","$ 5,000,000","1 (2013)","$ 5,000,000"
"","Mark Streit","PHI","D","$ 5,000,000","1 (2013)","$ 5,000,000"
"","Martin Brodeur","NJD","G","$ 5,000,000","1 (2013)","$ 5,000,000"
"","Martin Havlat","SJS","RW","$ 5,000,000","1 (2013)","$ 5,000,000"
"","Nathan Horton","CBJ","C","$ 5,000,000","1 (2013)","$ 5,000,000"
"","Paul Martin","PIT","D","$ 5,000,000","1 (2013)","$ 5,000,000"
"","Ryan Kesler","VAN","C","$ 5,000,000","1 (2013)","$ 5,000,000"
"","Sergei Bobrovsky","CBJ","G","$ 5,000,000","1 (2013)","$ 5,000,000"
"","Sergei Gonchar","DAL","D","$ 5,000,000","1 (2013)","$ 5,000,000"
"","Tomas Plekanec","MTL","C","$ 5,000,000","1 (2013)","$ 5,000,000"
"","Tuomo Ruutu","NJD","RW","$ 5,000,000","1 (2013)","$ 5,000,000"
"","Ryane Clowe","NJD","LW","$ 4,850,000","1 (2013)","$ 4,850,000"
"","Ryan Callahan","TBL","RW","$ 4,825,000","1 (2013)","$ 4,825,000"
"","David Backes","STL","C","$ 4,750,000","1 (2013)","$ 4,750,000"
"","Brandon Dubinsky","CBJ","C","$ 4,650,000","1 (2013)","$ 4,650,000"
"","Alex Goligoski","DAL","D","$ 4,600,000","1 (2013)","$ 4,600,000"
"","Blake Wheeler","WPG","RW","$ 4,600,000","1 (2013)","$ 4,600,000"
"","Kris Versteeg","CHI","RW","$ 4,600,000","1 (2013)","$ 4,600,000"
"","Loui Eriksson","BOS","RW","$ 4,600,000","1 (2013)","$ 4,600,000"
"","Patrice Bergeron","BOS","C","$ 4,550,000","1 (2013)","$ 4,550,000"
"","Andrew Ladd","WPG","LW","$ 4,500,000","1 (2013)","$ 4,500,000"
"","David Booth","VAN","LW","$ 4,500,000","1 (2013)","$ 4,500,000"
"","David Clarkson","TOR","RW","$ 4,500,000","1 (2013)","$ 4,500,000"
"","Evander Kane","WPG","LW","$ 4,500,000","1 (2013)","$ 4,500,000"
"","Fedor Tyutin","CBJ","D","$ 4,500,000","1 (2013)","$ 4,500,000"
"","Jakub Voracek","PHI","RW","$ 4,500,000","1 (2013)","$ 4,500,000"
"","Jaroslav Halak","WSH","G","$ 4,500,000","1 (2013)","$ 4,500,000"
"","Jonas Hiller","ANA","G","$ 4,500,000","1 (2013)","$ 4,500,000"
"","Joni Pitkanen","CAR","D","$ 4,500,000","1 (2013)","$ 4,500,000"
"","Mike Ribeiro","ARI","C","$ 4,500,000","1 (2013)","$ 4,500,000"
"","Olli Jokinen","WPG","C","$ 4,500,000","1 (2013)","$ 4,500,000"
"","R.J. Umberger","CBJ","LW","$ 4,500,000","1 (2013)","$ 4,500,000"
"","Ray Whitney","DAL","LW","$ 4,500,000","1 (2013)","$ 4,500,000"
"","Teddy Purcell","TBL","RW","$ 4,500,000","1 (2013)","$ 4,500,000"
"","Tim Gleason","TOR","D","$ 4,500,000","1 (2013)","$ 4,500,000"
"","Tyler Seguin","DAL","C","$ 4,500,000","1 (2013)","$ 4,500,000"
"","Sam Gagner","EDM","C","$ 4,400,000","1 (2013)","$ 4,400,000"
"","Jeff Skinner","CAR","LW","$ 4,350,000","1 (2013)","$ 4,350,000"
"","Anton Volchenkov","NJD","D","$ 4,250,000","1 (2013)","$ 4,250,000"
"","Dan Hamhuis","VAN","D","$ 4,250,000","1 (2013)","$ 4,250,000"
"","Ed Jovanovski","FLA","D","$ 4,250,000","1 (2013)","$ 4,250,000"
"","John-Michael Liles","CAR","D","$ 4,250,000","1 (2013)","$ 4,250,000"
"","Marc-Edouard Vlasic","SJS","D","$ 4,250,000","1 (2013)","$ 4,250,000"
"","Mike Fisher","NSH","C","$ 4,200,000","1 (2013)","$ 4,200,000"
"","Chris Stewart","BUF","RW","$ 4,100,000","1 (2013)","$ 4,100,000"
"","Antti Niemi","SJS","G","$ 4,000,000","1 (2013)","$ 4,000,000"
"","Brad Marchand","BOS","LW","$ 4,000,000","1 (2013)","$ 4,000,000"
"","Brooks Laich","WSH","C","$ 4,000,000","1 (2013)","$ 4,000,000"
"","Bryan Little","WPG","C","$ 4,000,000","1 (2013)","$ 4,000,000"
"","Cam Fowler","ANA","D","$ 4,000,000","1 (2013)","$ 4,000,000"
"","Christian Ehrhoff","BUF","D","$ 4,000,000","1 (2013)","$ 4,000,000"
"","Cory Schneider","NJD","G","$ 4,000,000","1 (2013)","$ 4,000,000"
"","Daniel Briere","MTL","C","$ 4,000,000","1 (2013)","$ 4,000,000"
"","David Jones","CGY","RW","$ 4,000,000","1 (2013)","$ 4,000,000"
"","Derek Roy","STL","C","$ 4,000,000","1 (2013)","$ 4,000,000"
"","Drew Stafford","BUF","RW","$ 4,000,000","1 (2013)","$ 4,000,000"
"","Eric Brewer","TBL","D","$ 4,000,000","1 (2013)","$ 4,000,000"
"","Erik Cole","DAL","LW","$ 4,000,000","1 (2013)","$ 4,000,000"
"","Jiri Hudler","CGY","C","$ 4,000,000","1 (2013)","$ 4,000,000"
"","Joe Pavelski","SJS","C","$ 4,000,000","1 (2013)","$ 4,000,000"
"","John Carlson","WSH","D","$ 4,000,000","1 (2013)","$ 4,000,000"
"","Kyle Quincey","DET","D","$ 4,000,000","1 (2013)","$ 4,000,000"
"","Mark Giordano","CGY","D","$ 4,000,000","1 (2013)","$ 4,000,000"
"","Max Pacioretty","MTL","LW","$ 4,000,000","1 (2013)","$ 4,000,000"
"","Mike Smith","ARI","G","$ 4,000,000","1 (2013)","$ 4,000,000"
"","P.A. Parenteau","COL","RW","$ 4,000,000","1 (2013)","$ 4,000,000"
"","Pascal Dupuis","PIT","RW","$ 4,000,000","1 (2013)","$ 4,000,000"
"","Paul Gaustad","NSH","C","$ 4,000,000","1 (2013)","$ 4,000,000"
"","Rene Bourque","MTL","RW","$ 4,000,000","1 (2013)","$ 4,000,000"
"","Rob Scuderi","PIT","D","$ 4,000,000","1 (2013)","$ 4,000,000"
"","Ryan McDonagh","NYR","D","$ 4,000,000","1 (2013)","$ 4,000,000"
"","Shawn Horcoff","DAL","C","$ 4,000,000","1 (2013)","$ 4,000,000"
"","Stephen Weiss","DET","C","$ 4,000,000","1 (2013)","$ 4,000,000"
"","T.J. Oshie","STL","RW","$ 4,000,000","1 (2013)","$ 4,000,000"
"","Valtteri Filppula","TBL","C","$ 4,000,000","1 (2013)","$ 4,000,000"
"","Ville Leino","BUF","LW","$ 4,000,000","1 (2013)","$ 4,000,000"
"","Zach Bogosian","WPG","D","$ 4,000,000","1 (2013)","$ 4,000,000"
"","Zbynek Michalek","ARI","D","$ 4,000,000","1 (2013)","$ 4,000,000"
"","Josh Gorges","MTL","D","$ 3,900,000","1 (2013)","$ 3,900,000"
"","Matt Moulson","MIN","LW","$ 3,900,000","1 (2013)","$ 3,900,000"
"","Marc Staal","NYR","D","$ 3,875,000","1 (2013)","$ 3,875,000"
"","Antoine Vermette","ARI","C","$ 3,750,000","1 (2013)","$ 3,750,000"
"","Brooks Orpik","PIT","D","$ 3,750,000","1 (2013)","$ 3,750,000"
"","Devan Dubnyk","MTL","G","$ 3,750,000","1 (2013)","$ 3,750,000"
"","Erik Johnson","COL","D","$ 3,750,000","1 (2013)","$ 3,750,000"
"","James van Riemsdyk","TOR","LW","$ 3,750,000","1 (2013)","$ 3,750,000"
"","Martin Erat","ARI","RW","$ 3,750,000","1 (2013)","$ 3,750,000"
"","Matt Duchene","COL","C","$ 3,750,000","1 (2013)","$ 3,750,000"
"","Mattias Ohlund","TBL","D","$ 3,750,000","1 (2013)","$ 3,750,000"
"","P.K. Subban","MTL","D","$ 3,750,000","1 (2013)","$ 3,750,000"
"","Chris Kunitz","PIT","LW","$ 3,725,000","1 (2013)","$ 3,725,000"
"","Derick Brassard","NYR","C","$ 3,700,000","1 (2013)","$ 3,700,000"
"","Brad Stuart","SJS","D","$ 3,600,000","1 (2013)","$ 3,600,000"
"","Joel Ward","WSH","RW","$ 3,600,000","1 (2013)","$ 3,600,000"
"","Nick Schultz","EDM","D","$ 3,600,000","1 (2013)","$ 3,600,000"
"","Troy Brouwer","WSH","RW","$ 3,600,000","1 (2013)","$ 3,600,000"
"","Alexander Steen","STL","LW","$ 3,566,667","1 (2013)","$ 3,566,667"
"","Alex Tanguay","COL","LW","$ 3,500,000","1 (2013)","$ 3,500,000"
"","Bryan Allen","ANA","D","$ 3,500,000","1 (2013)","$ 3,500,000"
"","Chris Kelly","BOS","C","$ 3,500,000","1 (2013)","$ 3,500,000"
"","Craig Anderson","OTT","G","$ 3,500,000","1 (2013)","$ 3,500,000"
"","Daniel Alfredsson","DET","RW","$ 3,500,000","1 (2013)","$ 3,500,000"
"","David Desharnais","MTL","C","$ 3,500,000","1 (2013)","$ 3,500,000"
"","David Legwand","DET","C","$ 3,500,000","1 (2013)","$ 3,500,000"
"","David Perron","EDM","LW","$ 3,500,000","1 (2013)","$ 3,500,000"
"","Dennis Seidenberg","BOS","D","$ 3,500,000","1 (2013)","$ 3,500,000"
"","Dustin Brown","LAK","RW","$ 3,500,000","1 (2013)","$ 3,500,000"
"","Francois Beauchemin","ANA","D","$ 3,500,000","1 (2013)","$ 3,500,000"
"","Henrik Tallinder","BUF","D","$ 3,500,000","1 (2013)","$ 3,500,000"
"","Jack Johnson","CBJ","D","$ 3,500,000","1 (2013)","$ 3,500,000"
"","Kris Letang","PIT","D","$ 3,500,000","1 (2013)","$ 3,500,000"
"","Lubomir Visnovsky","NYI","D","$ 3,500,000","1 (2013)","$ 3,500,000"
"","Michael Ryder","NJD","RW","$ 3,500,000","1 (2013)","$ 3,500,000"
"","Nicklas Grossmann","PHI","D","$ 3,500,000","1 (2013)","$ 3,500,000"
"","Niklas Hjalmarsson","CHI","D","$ 3,500,000","1 (2013)","$ 3,500,000"
"","Oliver Ekman-Larsson","ARI","D","$ 3,500,000","1 (2013)","$ 3,500,000"
"","Ondrej Pavelec","WPG","G","$ 3,500,000","1 (2013)","$ 3,500,000"
"","Patric Hornqvist","NSH","RW","$ 3,500,000","1 (2013)","$ 3,500,000"
"","Sami Salo","TBL","D","$ 3,500,000","1 (2013)","$ 3,500,000"
"","Scottie Upshall","FLA","LW","$ 3,500,000","1 (2013)","$ 3,500,000"
"","Sheldon Souray","ANA","D","$ 3,500,000","1 (2013)","$ 3,500,000"
"","Travis Zajac","NJD","C","$ 3,500,000","1 (2013)","$ 3,500,000"
"","Trevor Daley","DAL","D","$ 3,500,000","1 (2013)","$ 3,500,000"
"","Tyler Bozak","TOR","C","$ 3,500,000","1 (2013)","$ 3,500,000"
"","Willie Mitchell","LAK","D","$ 3,500,000","1 (2013)","$ 3,500,000"
"","Dan Girardi","NYR","D","$ 3,400,000","1 (2013)","$ 3,400,000"
"","Johnny Boychuk","BOS","D","$ 3,400,000","1 (2013)","$ 3,400,000"
"","Dave Bolland","TOR","C","$ 3,375,000","1 (2013)","$ 3,375,000"
"","Rich Peverley","DAL","C","$ 3,375,000","1 (2013)","$ 3,375,000"
"","Luke Schenn","PHI","D","$ 3,350,000","1 (2013)","$ 3,350,000"
"","Johnny Oduya","CHI","D","$ 3,300,000","1 (2013)","$ 3,300,000"
"","Kevin Shattenkirk","STL","D","$ 3,300,000","1 (2013)","$ 3,300,000"
"","Alexander Edler","VAN","D","$ 3,250,000","1 (2013)","$ 3,250,000"
"","Andy Greene","NJD","D","$ 3,250,000","1 (2013)","$ 3,250,000"
"","Barret Jackman","STL","D","$ 3,250,000","1 (2013)","$ 3,250,000"
"","Bryce Salvador","NJD","D","$ 3,250,000","1 (2013)","$ 3,250,000"
"","Chris Phillips","OTT","D","$ 3,250,000","1 (2013)","$ 3,250,000"
"","Clarke MacArthur","OTT","LW","$ 3,250,000","1 (2013)","$ 3,250,000"
"","Devin Setoguchi","WPG","RW","$ 3,250,000","1 (2013)","$ 3,250,000"
"","Evgeni Nabokov","NYI","G","$ 3,250,000","1 (2013)","$ 3,250,000"
"","Jan Hejda","COL","D","$ 3,250,000","1 (2013)","$ 3,250,000"
"","Jarret Stoll","LAK","C","$ 3,250,000","1 (2013)","$ 3,250,000"
"","Jonathan Ericsson","DET","D","$ 3,250,000","1 (2013)","$ 3,250,000"
"","Marc Methot","OTT","D","$ 3,250,000","1 (2013)","$ 3,250,000"
"","Matt Greene","LAK","D","$ 3,250,000","1 (2013)","$ 3,250,000"
"","Patrik Berglund","STL","C","$ 3,250,000","1 (2013)","$ 3,250,000"
"","Steve Ott","STL","C","$ 3,200,000","1 (2013)","$ 3,200,000"
"","Dainius Zubrus","NJD","RW","$ 3,100,000","1 (2013)","$ 3,100,000"
"","Roman Polak","STL","D","$ 3,100,000","1 (2013)","$ 3,100,000"
"","Tyler Ennis","BUF","C","$ 3,062,500","1 (2013)","$ 3,062,500"
"","Boyd Gordon","EDM","C","$ 3,000,000","1 (2013)","$ 3,000,000"
"","Bryan Bickell","CHI","LW","$ 3,000,000","1 (2013)","$ 3,000,000"
"","Cody Hodgson","BUF","C","$ 3,000,000","1 (2013)","$ 3,000,000"
"","Dmitry Kulikov","FLA","D","$ 3,000,000","1 (2013)","$ 3,000,000"
"","Jussi Jokinen","PIT","LW","$ 3,000,000","1 (2013)","$ 3,000,000"
"","Kevin Klein","NYR","D","$ 3,000,000","1 (2013)","$ 3,000,000"
"","Kyle Brodziak","MIN","C","$ 3,000,000","1 (2013)","$ 3,000,000"
"","Kyle Okposo","NYI","RW","$ 3,000,000","1 (2013)","$ 3,000,000"
"","Ladislav Smid","CGY","D","$ 3,000,000","1 (2013)","$ 3,000,000"
"","Logan Couture","SJS","C","$ 3,000,000","1 (2013)","$ 3,000,000"
"","Marek Zidlicky","NJD","D","$ 3,000,000","1 (2013)","$ 3,000,000"
"","Matt Cullen","NSH","C","$ 3,000,000","1 (2013)","$ 3,000,000"
"","Michael Grabner","NYI","RW","$ 3,000,000","1 (2013)","$ 3,000,000"
"","Mikael Samuelsson","DET","RW","$ 3,000,000","1 (2013)","$ 3,000,000"
"","Mikhail Grabovski","WSH","C","$ 3,000,000","1 (2013)","$ 3,000,000"
"","Nick Foligno","CBJ","LW","$ 3,000,000","1 (2013)","$ 3,000,000"
"","Nikolay Kulemin","TOR","LW","$ 3,000,000","1 (2013)","$ 3,000,000"
"","Radim Vrbata","ARI","RW","$ 3,000,000","1 (2013)","$ 3,000,000"
"","Robyn Regehr","LAK","D","$ 3,000,000","1 (2013)","$ 3,000,000"
"","Semyon Varlamov","COL","G","$ 3,000,000","1 (2013)","$ 3,000,000"
"","Tomas Kopecky","FLA","RW","$ 3,000,000","1 (2013)","$ 3,000,000"
"","Victor Hedman","TBL","D","$ 3,000,000","1 (2013)","$ 3,000,000"
"","Rostislav Klesla","BUF","D","$ 2,975,000","1 (2013)","$ 2,975,000"
"","Michael Del Zotto","NSH","D","$ 2,900,000","1 (2013)","$ 2,900,000"
"","Carl Gunnarsson","TOR","D","$ 2,850,000","1 (2013)","$ 2,850,000"
"","Stephane Robidas","ANA","D","$ 2,850,000","1 (2013)","$ 2,850,000"
"","Karl Alzner","WSH","D","$ 2,800,000","1 (2013)","$ 2,800,000"
"","Steve Downie","PHI","RW","$ 2,800,000","1 (2013)","$ 2,800,000"
"","Wayne Simmonds","PHI","RW","$ 2,800,000","1 (2013)","$ 2,800,000"
"","Artem Anisimov","CBJ","C","$ 2,750,000","1 (2013)","$ 2,750,000"
"","Derek Morris","ARI","D","$ 2,750,000","1 (2013)","$ 2,750,000"
"","Lee Stempniak","PIT","RW","$ 2,750,000","1 (2013)","$ 2,750,000"
"","Martin Hanzal","ARI","C","$ 2,750,000","1 (2013)","$ 2,750,000"
"","Sean Bergenheim","FLA","LW","$ 2,750,000","1 (2013)","$ 2,750,000"
"","Slava Voynov","LAK","D","$ 2,750,000","1 (2013)","$ 2,750,000"
"","Brandon Sutter","PIT","C","$ 2,700,000","1 (2013)","$ 2,700,000"
"","Nazem Kadri","TOR","C","$ 2,700,000","1 (2013)","$ 2,700,000"
"","Andrew Cogliano","ANA","C","$ 2,670,000","1 (2013)","$ 2,670,000"
"","Michal Rozsival","CHI","D","$ 2,650,000","1 (2013)","$ 2,650,000"
"","Karri Ramo","CGY","G","$ 2,600,000","1 (2013)","$ 2,600,000"
